Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10
Gene2160	22	29	13	11	0	34	47	59	6	36
Gene2161	2	0	0	0	0	0	1	0	0	0
Gene2162	9	4	2	4	1	12	10	19	3	6
Gene2163	35	65	26	41	0	26	50	62	15	23
Gene2164	26	1	13	0	3	2	0	0	1	0
Gene2165	41	9	17	13	2	3	7	10	15	1
Gene2166	1	0	0	0	0	0	0	0	0	0
Gene2167	23	7	3	16	2	0	3	0	4	0
Gene2168	9	8	5	4	0	10	4	10	10	4
Gene2169	1	0	0	1	0	0	2	3	2	0
Gene2170	22	16	14	4	3	4	3	8	43	35
Gene2171	83	66	91	74	12	88	206	207	256	112
Gene2172	5	5	10	5	0	3	0	3	6	5
Gene2173	25	11	13	22	7	14	18	18	14	12
Gene2174	11	25	17	10	9	16	22	61	48	28
Gene2175	212	240	178	111	23	243	110	255	131	273
Gene2176	69	22	48	20	8	58	9	81	51	28
Gene2177	708	696	671	556	150	242	253	405	399	272
Gene2178	203	121	137	115	41	86	82	59	102	75
Gene2179	33	2	0	2	0	0	0	0	33	4
Gene2180	198	171	202	190	30	1364	1548	1220	1654	1295
Gene2181	6	16	27	10	1	4	5	17	11	15
Gene2182	120	89	83	70	11	74	69	96	78	48
Gene2183	51	12	44	18	0	7	15	1	11	2
Gene2184	9	20	8	11	9	113	45	78	41	53
Gene2185	24	1	3	4	0	7	3	5	4	4
Gene2186	14	6	30	4	5	7	21	13	10	6
Gene2187	102	44	95	81	6	153	97	105	132	127
Gene2188	14	22	14	18	0	37	32	15	7	5
Gene2189	1	11	0	1	0	86	13	5	10	12
Gene2190	29	8	24	19	8	12	19	5	19	12
Gene2191	44	3	26	24	4	9	6	40	7	15
Gene2192	2	2	2	1	0	3	4	9	2	4
Gene2193	5	3	6	0	0	2	1	3	0	2
Gene2194	7	14	10	10	3	2	3	11	17	1
Gene2195	27	24	25	56	9	48	47	27	55	32
Gene2196	61	25	74	47	20	71	43	89	85	62
Gene2197	0	0	0	0	0	0	3	0	0	0
Gene2198	9	0	3	3	0	5	2	6	2	3
Gene2199	2	0	1	2	4	1	0	3	7	0
Gene2200	69	17	27	39	7	99	43	67	44	29
Gene2201	32	24	39	32	10	13	5	19	11	19
Gene2202	3	3	0	0	0	12	6	2	8	19
Gene2203	190	206	180	123	33	219	236	339	383	410
Gene2204	0	0	6	1	0	0	0	0	0	0
Gene2205	1	10	1	6	0	2	4	1	1	2
Gene2206	22	6	17	6	3	61	19	36	15	8
Gene2207	102	86	170	100	22	96	183	85	197	148
Gene2208	26	8	5	2	0	26	38	70	37	11
Gene2209	0	0	1	1	0	1	0	3	0	0
Gene2210	13	2	5	2	2	2	1	8	10	5
Gene2211	9	11	3	27	0	7	18	8	20	10
Gene2212	47	121	74	77	28	120	67	92	77	45
Gene2213	0	0	0	0	0	0	0	0	0	1
Gene2214	272	162	174	165	25	62	73	51	46	34
Gene2215	40	31	22	21	0	166	38	250	471	200
Gene2216	9	6	8	10	3	49	21	44	15	20
Gene2217	10	9	12	8	0	14	6	10	16	19
Gene2218	50	38	53	48	6	200	252	276	133	20
Gene2219	63	63	75	64	12	12	20	62	27	34
Gene2220	20	2	8	5	0	3	1	3	3	13
Gene2221	29	41	23	7	3	71	37	66	66	30
Gene2222	19	11	3	8	1	2	5	2	0	5
Gene2223	56	70	80	83	6	72	75	119	128	130
Gene2224	2	63	10	21	10	41	20	26	46	14
Gene2225	71	58	63	14	7	25	7	60	29	51
Gene2226	26	34	34	4	1	138	69	71	76	194
Gene2227	61	26	71	25	7	144	54	177	78	58
Gene2228	10	2	2	0	0	0	3	6	4	1
Gene2229	2	2	0	0	0	3	4	5	0	3
Gene2230	42	35	15	30	3	5	3	12	2	1
Gene2231	159	86	111	68	18	40	76	32	72	73
Gene2232	22	8	27	26	0	37	33	19	55	56
Gene2233	10	0	1	2	0	0	1	1	0	7
Gene2234	1	7	24	1	0	0	4	2	1	0
Gene2235	10	8	1	1	0	173	14	17	89	24
Gene2236	138	95	68	49	22	286	313	309	463	387
Gene2237	0	1	2	0	0	14	13	2	0	0
Gene2238	7	5	2	15	0	5	4	2	3	10
Gene2239	0	3	0	5	12	1	2	0	0	0
Gene2240	30	21	29	4	1	22	108	96	70	35
Gene2241	4	0	3	0	0	1	1	8	0	0
Gene2242	55	46	20	13	12	13	7	12	16	6
Gene2243	61	43	41	72	17	61	71	33	64	62
Gene2244	217	144	143	148	34	145	175	334	240	81
Gene2245	9	3	9	7	3	1	8	4	3	1
Gene2246	38	53	26	12	1	1	2	5	11	2
Gene2247	42	31	11	8	1	7	1	14	19	8
Gene2248	46	36	93	46	21	42	31	40	23	49
Gene2249	10	1	7	8	0	0	3	0	3	0
Gene2250	17	3	56	15	0	10	3	2	2	4
Gene2251	1	1	1	3	0	0	1	2	0	0
Gene2252	9	4	0	0	0	5	0	0	0	0
Gene2253	9	10	2	6	1	0	2	2	4	0
Gene2254	16	15	5	1	3	1	1	4	0	2
Gene2255	19	20	18	22	7	42	24	99	55	31
Gene2256	217	163	238	229	22	3829	1829	2681	4330	1520
Gene2257	27	26	11	28	0	7	0	15	6	5
Gene2258	16	7	5	1	0	0	1	1	0	1
Gene2259	1	11	1	10	6	3	13	10	10	12
Gene2260	18	43	67	21	5	51	33	27	24	10
Gene2261	1	0	1	4	0	1	2	1	1	3
Gene2262	0	2	1	0	0	0	1	24	2	1
Gene2263	10	20	43	5	0	13	11	21	5	17
Gene2264	52	64	139	60	16	59	31	56	76	41
Gene2265	53	59	57	20	7	4	1	7	11	13
Gene2266	5	6	43	3	0	17	27	14	71	113
Gene2267	149	202	180	210	52	375	342	595	720	776
Gene2268	7	21	7	1	3	1	23	19	15	7
Gene2269	3	1	20	6	0	11	2	6	0	21
Gene2270	163	107	126	151	38	243	192	446	396	273
Gene2271	8	0	3	1	2	0	0	1	0	2
Gene2272	159	96	68	55	26	33	43	57	94	16
Gene2273	84	54	81	50	39	54	67	137	99	75
Gene2274	68	64	126	71	30	90	53	42	112	96
Gene2275	37	5	13	13	5	45	23	101	121	6
Gene2276	1	3	2	3	3	2	1	0	0	0
Gene2277	190	129	123	179	26	181	249	243	231	111
Gene2278	9	7	12	4	0	23	31	7	3	34
Gene2279	15	23	26	7	1	10	11	13	14	7
Gene2280	29	40	22	33	11	140	159	65	97	123
Gene2281	6	4	10	0	0	0	1	15	8	0
Gene2282	26	25	73	52	8	70	39	49	49	50
Gene2283	37	62	63	21	18	36	11	11	68	14
Gene2284	4	2	2	0	0	9	0	1	3	7
Gene2285	0	14	4	21	0	5	1	3	7	6
Gene2286	6	13	2	1	0	2	18	13	23	2
Gene2287	3	17	0	2	0	0	0	0	0	0
Gene2288	59	18	17	36	6	6	12	3	7	9
Gene2289	6	1	6	3	0	10	2	15	0	6
Gene2290	25	7	19	7	0	7	24	42	31	14
Gene2291	59	25	44	35	0	77	18	49	36	49
Gene2292	30	31	22	9	3	65	44	59	69	34
Gene2293	32	14	2	20	0	12	19	18	14	8
Gene2294	17	54	47	14	5	40	27	44	77	18
Gene2295	10	16	0	4	0	0	33	14	10	7
Gene2296	61	27	13	14	8	15	19	24	9	9
Gene2297	22	18	17	33	2	70	97	57	86	14
Gene2298	1	0	1	20	0	1	0	0	1	0
Gene2299	19	26	13	11	1	9	3	11	1	0
Gene2300	380	245	225	196	46	315	270	293	125	268
Gene2301	4	3	3	0	0	13	16	3	61	52
Gene2302	34	44	77	45	25	399	332	785	257	431
Gene2303	81	133	221	93	20	58	66	104	60	74
Gene2304	29	16	1	14	1	10	8	11	22	13
Gene2305	173	115	199	118	32	98	124	177	120	190
Gene2306	20	51	12	7	3	44	80	164	170	61
Gene2307	20	5	18	8	4	3	1	1	0	1
Gene2308	7	3	12	2	0	1	0	0	0	0
Gene2309	2	2	3	4	0	2	4	0	1	5
Gene2310	5	14	2	1	0	0	0	1	2	0
Gene2311	44	44	41	29	6	11	7	4	1	10
Gene2312	66	72	29	15	3	347	177	162	130	230
Gene2313	15	8	1	8	0	6	1	1	16	1
Gene2314	2	9	8	9	5	24	103	45	3	33
Gene2315	3	5	8	1	2	1	4	3	1	5
Gene2316	82	87	41	25	8	29	39	69	74	7
Gene2317	0	0	0	0	2	0	0	1	0	0
Gene2318	19	6	11	6	0	7	7	8	16	14
Gene2319	12	27	35	26	5	34	24	68	27	55
Gene2320	1	14	13	10	0	0	0	0	0	0
Gene2321	10	9	10	6	0	51	37	37	37	15
Gene2322	165	208	133	122	36	2340	922	2118	1107	1000
Gene2323	8	4	10	2	0	5	5	2	2	19
Gene2324	4	5	4	0	0	62	29	24	64	37
Gene2325	2	0	0	0	0	1	0	0	3	0
Gene2326	5	0	7	0	0	0	0	6	0	2
Gene2327	187	181	161	114	28	105	41	192	103	87
Gene2328	0	14	7	0	0	20	1	44	6	55
Gene2329	21	27	62	29	9	14	6	23	24	19
Gene2330	26	73	38	44	6	21	26	35	53	20
Gene2331	34	77	62	49	17	37	88	64	105	162
Gene2332	156	220	178	115	11	160	67	191	131	36
Gene2333	20	20	12	31	0	177	55	100	62	52
Gene2334	33	3	5	3	1	3	5	18	12	3
Gene2335	0	0	0	7	0	0	0	0	0	0
Gene2336	84	90	111	61	9	131	200	150	350	200
Gene2337	3	4	5	3	0	0	13	21	4	20
Gene2338	58	31	23	29	12	675	346	326	240	185
Gene2339	5	19	19	7	4	8	5	36	35	12
Gene2340	114	153	197	138	17	179	291	97	159	110
Gene2341	27	11	14	26	2	24	3	54	30	13
Gene2342	55	22	40	22	5	3	3	10	4	6
Gene2343	31	65	14	34	8	39	77	351	47	117
Gene2344	2	3	7	5	1	4	1	2	2	3
Gene2345	7	1	1	15	2	11	6	5	6	10
Gene2346	454	496	650	279	102	3594	4773	7423	10033	3609
Gene2347	10	11	15	5	4	4	2	8	4	4
Gene2348	6	14	9	13	0	6	18	7	6	11
Gene2349	31	32	44	10	0	31	30	58	29	23
Gene2350	91	64	43	65	24	210	39	263	121	69
Gene2351	21	13	13	2	0	7	1	3	1	5
Gene2352	4	4	5	0	2	20	2	7	0	24
Gene2353	128	108	146	58	40	77	50	112	109	59
Gene2354	0	5	11	1	8	0	7	4	0	0
Gene2355	346	182	121	146	45	37	54	65	70	135
Gene2356	587	437	635	377	131	1243	831	1336	1112	418
Gene2357	247	188	128	72	17	19	9	35	12	7
Gene2358	2	7	16	1	1	1	7	0	1	0
Gene2359	19	37	8	34	2	7	1	8	10	4
Gene2360	78	78	59	12	9	12	12	65	27	32
Gene2361	4	3	0	2	2	7	1	1	2	1
Gene2362	0	1	1	3	0	3	1	0	10	4
Gene2363	10	17	17	13	3	17	16	3	8	1
Gene2364	0	1	0	0	0	0	0	0	0	0
Gene2365	55	24	30	70	0	47	60	52	126	36
Gene2366	13	9	49	19	0	10	5	16	19	13
Gene2367	49	30	20	23	10	6	4	18	1	4
Gene2368	4	3	18	2	7	3	3	2	11	8
Gene2369	11	2	6	0	2	0	1	0	4	0
Gene2370	8	28	7	23	0	7	13	15	8	8
Gene2371	0	0	0	0	0	0	0	10	3	0
Gene2372	74	29	26	25	23	85	98	93	122	44
Gene2373	71	110	14	66	20	141	153	61	116	54
Gene2374	165	79	116	79	40	37	21	33	26	20
Gene2375	713	1177	731	441	463	1252	759	1346	985	517
Gene2376	11	20	6	5	5	206	52	219	73	65
Gene2377	1	3	10	7	0	0	0	8	2	1
Gene2378	3	1	7	6	0	56	3	54	12	9
Gene2379	5	62	7	7	8	1	7	3	0	0
Gene2380	69	107	61	96	36	189	215	169	566	437
Gene2381	532	381	418	662	62	7151	2919	6022	1830	2179
Gene2382	1	3	10	0	0	15	3	0	39	2
Gene2383	273	72	118	40	21	158	97	304	105	88
Gene2384	7	2	5	2	0	2	2	7	1	6
Gene2385	4	9	2	1	2	6	9	74	34	2
Gene2386	58	80	47	15	9	54	52	19	48	30
Gene2387	0	0	8	1	0	1	0	6	2	1
Gene2388	217	111	81	105	21	33	34	13	25	39
Gene2389	38	75	23	45	2	176	71	194	152	81
Gene2390	7	31	34	5	1	4	4	4	5	5
Gene2391	4	14	5	0	1	14	13	28	10	11
Gene2392	134	139	158	100	30	573	487	673	628	300
Gene2393	12	7	12	8	3	64	29	26	14	48
Gene2394	11	21	11	10	0	7	1	7	3	5
Gene2395	53	1	15	21	1	9	4	4	18	0
Gene2396	86	220	97	149	8	212	275	399	201	238
Gene2397	0	1	7	6	0	103	143	225	14	112
Gene2398	20	17	38	11	2	29	28	34	59	27
Gene2399	33	23	20	49	4	29	19	28	34	21
Gene2400	16	67	32	16	3	64	50	83	90	21
Gene2401	12	0	3	1	0	2	0	3	13	0
Gene2402	96	27	55	94	29	17	12	17	6	10
Gene2403	11	7	6	48	12	34	12	23	16	68
Gene2404	0	0	1	0	0	0	0	0	6	0
Gene2405	6	1	7	1	2	2	1	21	5	1
Gene2406	8	9	9	5	0	16	6	6	41	18
Gene2407	10	3	3	1	5	10	11	12	16	12
Gene2408	8	25	22	6	3	40	41	27	4	19
Gene2409	39	24	28	29	2	8	4	25	6	5
Gene2410	11	28	0	1	0	0	1	7	5	2
Gene2411	110	62	68	40	14	27	25	23	34	12
Gene2412	176	170	173	245	32	41	35	57	34	29
Gene2413	143	130	148	41	16	89	158	275	223	90
Gene2414	28	53	43	42	3	8	38	12	35	19
Gene2415	26	14	8	23	0	31	24	83	52	30
Gene2416	68	45	52	61	35	24	16	58	74	39
Gene2417	34	68	13	3	7	24	18	10	9	2
Gene2418	181	121	184	269	25	376	285	362	598	254
Gene2419	103	168	192	42	15	24	26	33	17	35
Gene2420	6	28	27	8	1	37	8	18	45	12
Gene2421	0	0	0	0	0	0	0	5	0	2
Gene2422	14	32	13	0	0	6	21	35	21	50
Gene2423	23	48	81	48	17	40	24	64	71	55
Gene2424	23	16	14	13	2	177	208	61	85	224
Gene2425	16	12	35	20	6	2	5	2	4	4
Gene2426	1	25	19	7	0	6	0	9	9	7
Gene2427	21	29	22	68	6	81	33	31	19	86
Gene2428	13	13	8	9	4	7	9	3	23	1
Gene2429	0	0	5	1	0	2	1	0	1	0
Gene2430	1	3	0	0	1	0	3	2	1	0
Gene2431	95	30	58	74	9	11	17	36	42	26
Gene2432	404	298	98	147	31	441	171	324	226	335
Gene2433	37	47	23	39	16	13	5	10	20	7
Gene2434	0	0	5	0	0	0	2	0	0	0
Gene2435	66	47	72	51	3	168	86	158	119	171
Gene2436	19	13	23	11	0	10	9	34	0	5
Gene2437	100	24	47	49	2	38	32	97	49	24
Gene2438	23	32	28	8	3	425	290	216	288	147
Gene2439	22	10	19	14	2	12	38	12	71	29
Gene2440	59	25	64	14	3	61	104	32	250	108
Gene2441	182	169	98	141	25	370	434	602	610	415
Gene2442	9	4	4	14	0	3	0	25	8	8
Gene2443	6	10	9	4	0	29	2	2	8	6
Gene2444	38	62	75	31	4	35	28	83	27	55
Gene2445	29	11	6	52	13	32	46	81	22	34
Gene2446	0	0	3	0	0	0	0	0	2	0
Gene2447	5	0	1	0	0	2	0	1	3	0
Gene2448	16	13	5	17	10	16	26	24	47	23
Gene2449	67	178	151	63	31	46	49	54	43	20
Gene2450	40	17	14	31	0	557	807	621	651	513
Gene2451	4	0	1	2	1	1	2	3	2	1
Gene2452	28	9	57	37	5	561	298	273	183	441
Gene2453	5	1	0	0	0	3	4	2	0	3
Gene2454	934	680	1647	836	128	194	384	269	511	251
Gene2455	40	44	43	4	8	7	11	5	15	6
Gene2456	29	20	3	10	0	90	21	49	85	32
Gene2457	108	212	80	164	34	86	249	157	260	122
Gene2458	22	7	14	5	3	10	6	54	6	12
Gene2459	63	31	39	30	6	97	136	146	146	167
Gene2460	0	0	2	2	0	0	0	0	2	0
Gene2461	13	21	34	25	4	58	202	96	104	50
Gene2462	28	15	16	58	17	24	9	7	16	5
Gene2463	53	24	24	15	0	23	11	28	10	21
Gene2464	13	51	23	38	11	23	36	29	20	28
Gene2465	0	0	1	0	0	0	0	0	19	0
Gene2466	5	8	19	2	3	6	0	3	10	0
Gene2467	2	0	1	0	0	0	1	0	0	1
Gene2468	3	1	11	0	0	0	2	1	1	0
Gene2469	49	76	62	37	10	21	18	22	25	8
Gene2470	0	0	12	24	0	13	3	21	5	11
Gene2471	74	100	90	54	4	59	77	113	69	81
Gene2472	30	28	26	11	1	18	4	35	21	13
Gene2473	357	480	427	315	95	101	85	127	77	73
Gene2474	120	72	116	95	19	40	36	82	68	114
Gene2475	52	52	50	26	9	15	29	67	27	34
Gene2476	212	142	79	57	24	174	134	81	213	106
Gene2477	77	39	94	72	8	6	9	15	15	9
Gene2478	7	0	0	0	0	0	0	3	7	16
Gene2479	22	12	7	24	7	26	41	81	41	3
Gene2480	2	1	3	1	2	0	1	0	5	0
Gene2481	4	1	3	0	0	2	23	4	5	10
Gene2482	215	108	87	117	20	622	251	636	358	347
Gene2483	3	4	1	5	0	0	2	0	0	0
Gene2484	25	55	80	108	14	432	254	138	215	109
Gene2485	124	143	58	132	18	209	146	355	316	240
Gene2486	19	57	11	53	14	28	9	69	84	29
Gene2487	2	1	0	0	3	0	0	0	0	0
Gene2488	25	7	27	21	2	58	17	40	37	31
Gene2489	0	0	0	1	0	4	3	0	3	7
Gene2490	5	41	26	3	5	36	17	32	20	34
Gene2491	21	2	2	3	1	6	1	9	2	2
Gene2492	35	41	14	20	7	67	99	59	265	27
Gene2493	166	68	94	129	30	613	196	800	690	583
Gene2494	176	52	126	158	5	446	318	549	613	351
Gene2495	124	83	119	82	18	28	46	32	10	20
Gene2496	3	1	2	3	0	0	0	2	0	0
Gene2497	16	6	4	29	0	24	15	20	20	24
Gene2498	64	75	49	42	7	90	67	310	67	145
Gene2499	0	0	2	5	0	0	1	4	4	4
Gene2500	0	0	9	10	0	74	45	219	92	28
Gene2501	0	0	0	1	0	0	0	0	0	0
Gene2502	8	14	32	9	3	27	2	8	22	17
Gene2503	18	33	30	25	14	6	4	15	7	3
Gene2504	16	12	8	5	5	19	8	10	8	18
Gene2505	0	6	4	3	2	5	0	4	13	20
Gene2506	116	166	106	50	19	570	464	727	412	702
Gene2507	12	4	3	3	0	23	13	38	7	9
Gene2508	50	42	21	24	8	77	56	48	74	43
Gene2509	126	187	94	90	26	1024	1246	1308	691	507
Gene2510	142	146	95	147	44	774	522	571	560	435
Gene2511	17	39	67	97	7	7	7	22	19	11
Gene2512	29	31	47	32	0	11	23	12	73	18
Gene2513	159	113	142	99	14	287	308	290	190	134
Gene2514	110	68	81	63	20	11	3	7	15	17
Gene2515	270	282	138	151	33	277	54	209	163	177
Gene2516	10	17	17	4	3	0	6	1	2	2
Gene2517	5	17	41	13	4	32	10	90	46	31
Gene2518	27	19	59	28	3	51	24	35	28	22
Gene2519	2	2	3	4	0	6	0	20	0	7
Gene2520	98	24	46	19	4	69	23	66	64	31
Gene2521	0	0	0	0	0	3	0	0	0	2
Gene2522	18	7	17	16	2	0	1	2	1	1
Gene2523	52	38	65	13	21	22	18	24	26	11
Gene2524	5	9	14	4	0	8	9	15	2	8
Gene2525	18	1	3	8	0	15	9	20	12	2
Gene2526	14	36	24	23	4	8	6	5	9	3
Gene2527	31	24	32	12	3	11	15	43	69	54
Gene2528	6	7	1	5	3	1	2	8	6	3
Gene2529	62	36	58	26	3	9	14	25	21	11
Gene2530	39	65	30	32	23	75	43	32	46	29
Gene2531	2	17	6	1	2	2	2	4	4	10
Gene2532	59	47	42	116	4	479	262	289	364	217
Gene2533	19	50	10	24	15	3	2	1	5	5
Gene2534	8	2	7	10	0	10	3	3	14	12
Gene2535	17	9	15	8	14	3	14	16	6	6
Gene2536	22	7	12	11	0	14	27	44	4	28
Gene2537	12	9	27	6	1	41	78	92	320	40
Gene2538	64	85	111	60	15	7	8	3	2	9
Gene2539	0	5	1	0	0	0	5	1	2	0
Gene2540	62	91	35	54	30	125	139	135	287	158
Gene2541	79	49	42	46	8	26	68	30	9	24
Gene2542	0	8	2	7	0	1	4	2	1	0
Gene2543	141	54	102	41	9	16	11	29	13	4
Gene2544	28	0	18	7	0	6	1	9	1	1
Gene2545	33	47	28	25	14	41	13	47	34	35
Gene2546	9	0	1	6	0	1	0	3	5	0
Gene2547	52	104	81	55	13	57	89	100	109	36
Gene2548	2	4	4	3	0	0	0	2	2	23
Gene2549	155	159	198	61	25	976	518	686	712	483
Gene2550	26	46	13	12	0	12	15	32	35	50
Gene2551	16	6	7	6	2	14	15	28	52	5
Gene2552	72	26	23	37	3	19	14	26	19	29
Gene2553	100	109	28	97	21	6	0	6	2	6
Gene2554	63	79	105	62	16	161	129	136	103	62
Gene2555	3	0	5	3	0	1	3	2	1	0
Gene2556	4	9	7	18	1	2	7	7	1	2
Gene2557	2	0	3	0	0	0	0	5	0	0
Gene2558	3	5	4	3	0	16	16	1	35	3
Gene2559	21	17	47	12	2	66	47	10	7	8
Gene2560	122	31	59	32	0	17	67	40	47	7
Gene2561	36	149	62	27	10	275	244	238	112	337
Gene2562	28	27	33	34	4	5	12	6	8	10
Gene2563	30	7	42	7	5	4	7	13	2	1
Gene2564	43	17	42	65	9	12	45	83	144	28
Gene2565	21	3	11	14	0	6	2	1	0	4
Gene2566	3	0	5	6	0	0	0	0	0	0
Gene2567	0	2	4	7	0	1	1	5	4	3
Gene2568	15	16	60	21	8	165	21	141	90	60
Gene2569	74	104	159	67	32	34	24	113	37	120
Gene2570	168	125	125	113	5	123	144	225	231	185
Gene2571	2	2	0	0	0	2	51	141	0	7
Gene2572	28	15	11	11	10	41	49	27	74	33
Gene2573	2	6	14	3	0	18	35	6	25	16
Gene2574	0	0	8	12	2	28	10	13	23	13
Gene2575	1	3	2	14	2	1	1	3	2	3
Gene2576	28	26	28	14	4	42	10	29	19	8
Gene2577	83	129	117	129	29	193	268	196	367	138
Gene2578	0	0	0	1	0	0	0	0	0	0
Gene2579	53	23	7	32	14	7	16	33	30	32
Gene2580	5	21	32	18	2	267	29	25	114	133
Gene2581	58	83	29	69	16	31	36	105	33	40
Gene2582	147	209	174	153	29	433	387	549	274	318
Gene2583	26	18	37	15	4	16	19	24	18	10
Gene2584	10	13	2	6	1	25	19	11	55	33
Gene2585	24	11	27	15	8	35	40	30	50	98
Gene2586	35	16	42	19	2	10	6	2	2	7
Gene2587	8	9	4	1	0	5	2	10	1	5
Gene2588	8	11	6	2	0	2	0	5	2	0
Gene2589	9	2	5	10	5	13	7	6	13	3
Gene2590	0	3	13	0	0	0	1	0	0	2
Gene2591	0	8	6	2	0	7	1	11	66	5
Gene2592	55	26	39	46	9	15	7	7	20	24
Gene2593	61	29	11	39	5	8	5	25	4	11
Gene2594	28	6	24	17	10	274	109	126	193	126
Gene2595	4	6	14	6	3	61	6	39	32	48
Gene2596	26	106	31	28	16	11	4	34	26	9
Gene2597	104	149	205	266	49	95	140	146	201	211
Gene2598	10	7	13	8	2	2	3	4	14	1
Gene2599	58	57	31	25	8	56	54	15	70	42
Gene2600	43	25	22	12	4	5	3	6	3	3
Gene2601	3	0	4	1	0	0	1	0	0	0
Gene2602	35	17	49	24	3	149	503	482	419	154
Gene2603	125	42	74	62	20	55	56	161	80	45
Gene2604	80	59	69	64	15	53	63	52	41	22
Gene2605	101	16	19	9	0	30	52	43	15	50
Gene2606	9	27	30	6	1	5	7	18	10	1
Gene2607	194	366	273	215	72	326	357	788	919	499
Gene2608	30	26	31	7	0	40	33	48	63	33
Gene2609	205	382	161	66	37	226	122	218	83	163
Gene2610	55	43	76	32	0	78	60	71	41	83
Gene2611	2	1	0	5	0	2	0	1	0	1
Gene2612	15	0	1	19	0	5	4	3	6	2
Gene2613	10	47	9	24	11	53	16	31	39	11
Gene2614	89	121	79	61	7	14	54	63	105	67
Gene2615	12	5	15	9	9	75	55	53	37	25
Gene2616	30	54	18	15	7	22	20	41	16	17
Gene2617	1	0	6	1	2	1	1	3	1	1
Gene2618	49	20	13	11	2	30	24	44	46	17
Gene2619	26	12	3	5	0	4	2	12	14	7
Gene2620	3	0	0	0	0	0	0	0	1	0
Gene2621	3	0	2	3	4	1	2	1	0	2
Gene2622	35	11	2	3	10	6	19	44	38	16
Gene2623	0	3	1	3	3	0	31	6	5	0
Gene2624	9	17	6	11	4	13	8	7	4	1
Gene2625	5	4	2	2	0	3	7	21	4	7
Gene2626	47	60	31	34	15	6	16	5	7	8
Gene2627	1	2	1	1	0	51	61	95	330	79
Gene2628	21	33	20	9	12	26	18	4	29	17
Gene2629	27	54	41	20	10	59	44	46	61	15
Gene2630	6	1	5	16	7	14	10	18	12	13
Gene2631	72	27	41	63	13	73	117	155	88	92
Gene2632	333	232	157	156	69	338	189	263	119	114
Gene2633	5	36	15	24	7	55	28	45	14	18
Gene2634	29	20	40	16	2	31	56	37	12	4
Gene2635	8	2	7	14	0	5	6	3	5	31
Gene2636	0	1	1	0	1	2	3	3	0	0
Gene2637	12	20	18	3	7	13	47	18	27	12
Gene2638	3	1	2	8	2	0	1	1	0	0
Gene2639	97	19	49	58	34	92	39	63	81	50
Gene2640	61	9	22	6	9	3	17	43	28	50
Gene2641	0	2	4	16	0	13	18	1	5	3
Gene2642	26	4	15	16	0	4	6	2	3	3
Gene2643	1	19	2	0	0	2	15	0	7	1
Gene2644	7	8	15	2	0	2	0	15	6	1
Gene2645	61	42	38	6	0	112	93	182	148	44
Gene2646	5	13	25	7	0	30	18	18	111	14
Gene2647	28	33	34	17	1	4	8	7	27	12
Gene2648	16	25	16	28	0	12	17	6	13	5
Gene2649	258	255	152	351	59	130	123	119	109	131
Gene2650	4	2	10	1	1	11	28	21	42	3
Gene2651	2	1	4	0	0	0	16	3	1	0
Gene2652	33	36	12	27	7	57	59	56	72	110
Gene2653	6	6	17	18	1	13	29	47	18	2
Gene2654	124	106	126	29	3	181	197	259	213	395
Gene2655	45	21	88	35	3	10	4	12	9	1
Gene2656	60	20	39	15	10	119	170	595	225	91
Gene2657	14	31	0	6	7	7	14	13	6	6
Gene2658	3	2	4	19	0	0	4	4	3	4
Gene2659	24	13	15	8	0	17	34	22	18	12
Gene2660	18	26	28	19	5	9	10	13	22	4
Gene2661	67	64	65	31	14	16	20	15	29	4
Gene2662	9	21	4	11	1	2	6	30	0	5
Gene2663	1	0	12	2	0	2	14	10	4	17
Gene2664	20	31	6	9	2	78	87	77	113	230
Gene2665	2	0	14	3	0	1	0	30	0	4
Gene2666	58	87	64	51	23	162	63	25	72	54
Gene2667	7	1	12	15	0	15	22	0	3	3
Gene2668	32	5	27	19	2	21	20	7	5	11
Gene2669	28	12	43	20	7	465	761	453	549	493
Gene2670	107	150	108	123	16	87	144	204	88	55
Gene2671	14	29	16	10	17	3	1	6	0	2
Gene2672	378	161	179	115	54	1368	946	3101	1462	920
Gene2673	3	1	0	2	8	17	0	7	2	3
Gene2674	63	91	69	26	1	22	21	39	20	16
Gene2675	264	541	237	400	47	136	60	157	151	97
Gene2676	58	14	24	15	1	84	93	117	151	58
Gene2677	6	20	3	17	4	65	73	84	64	31
Gene2678	33	16	33	17	11	68	96	65	94	80
Gene2679	38	29	15	13	2	11	4	31	5	4
Gene2680	14	1	1	15	0	10	17	28	20	18
Gene2681	18	13	30	10	14	64	111	42	86	52
Gene2682	3	15	3	7	0	22	4	56	4	9
Gene2683	45	22	35	11	0	68	18	50	39	14
Gene2684	75	68	77	81	12	66	107	184	160	86
Gene2685	92	89	94	76	5	140	324	208	244	181
Gene2686	0	1	0	0	0	0	0	2	0	0
Gene2687	45	31	72	40	24	5	3	10	7	13
Gene2688	38	33	36	40	10	17	4	10	14	4
Gene2689	27	4	15	12	1	4	1	11	2	0
Gene2690	3	4	12	5	0	25	5	2	5	34
Gene2691	0	0	0	0	0	0	5	0	0	1
Gene2692	116	87	36	87	3	49	38	35	29	34
Gene2693	11	7	6	3	6	33	47	46	46	34
Gene2694	146	131	116	78	21	18	16	34	44	16
